Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Material Old Name,MatL,MatSize,AuxMat,MatCom,MatPack
3/21/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,4780,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
11/9/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,7660,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
3/24/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,9620,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/29/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,7480,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
6/7/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,1620,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
12/7/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,7840,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/23/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,4980,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/8/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,7120,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/26/2023,B,ERW_BM2U2020110170,Retails,Uthai Thani,135899,Mobilube HD 80W-90,6320,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
2/3/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,9100,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/3/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,5080,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
7/11/2023,B,ERW_BXEO2021030005,Retails,Bangkok,135899,Mobilube HD 80W-90,1000,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
8/16/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,7650,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/18/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,990,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/11/2023,B,ERW_BM2U2020110176,Retails,Kanchanaburi,135899,Mobilube HD 80W-90,3150,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/24/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,5238,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/11/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,3222,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/18/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,2592,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/27/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,8046,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/10/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,135899,Mobilube HD 80W-90,2880,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
8/17/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,1890,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/3/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,144,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
2/9/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,135899,Mobilube HD 80W-90,8244,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
8/31/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,135899,Mobilube HD 80W-90,3744,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
11/30/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,3870,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
3/21/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,72,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
2/9/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,3888,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
7/26/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,8928,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/5/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,2916,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
3/4/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,7902,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
11/8/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,4680,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
2/13/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,3834,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/18/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,135899,Mobilube HD 80W-90,7200,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/17/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,2592,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
7/4/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,450,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/9/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,5544,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/26/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,135899,Mobilube HD 80W-90,7110,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
1/26/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,5904,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/28/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,4572,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
1/6/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,8190,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
12/11/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,8838,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/25/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,918,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
11/29/2023,B,ERW_BXEO2021030006,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,8460,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
1/14/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,135899,Mobilube HD 80W-90,6732,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
2/23/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135899,Mobilube HD 80W-90,5760,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/16/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,270,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/9/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,8928,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/11/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,5418,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
4/18/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,3960,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
12/19/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,1152,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/18/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,2916,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
5/13/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,2286,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
3/25/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,1854,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
1/18/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,135899,Mobilube HD 80W-90,2628,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
10/23/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,6390,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
9/20/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135899,Mobilube HD 80W-90,7812,1,"โมบิล ลู้ป HD 80W90 ,1/18",18,Small Pail,,Mobil,Pail
1/18/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135895,Mobilube HD 85W-140,3600,1,MOBILUBE HD 85W-140 4/5 LT,5,Big Carton,,Mobil,Carton
1/16/2023,A,ERW_AMBP2020110058,Retails,Bangkok,135895,Mobilube HD 85W-140,3180,1,MOBILUBE HD 85W-140 4/5 LT,5,Big Carton,,Mobil,Carton
1/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,135895,Mobilube HD 85W-140,9960,1,MOBILUBE HD 85W-140 4/5 LT,5,Big Carton,,Mobil,Carton
12/20/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135895,Mobilube HD 85W-140,11760,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
6/19/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135895,Mobilube HD 85W-140,1420,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
9/13/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135895,Mobilube HD 85W-140,224,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
3/16/2023,A,ERW_AMBP2020110058,Retails,Bangkok,135895,Mobilube HD 85W-140,9320,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
12/13/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,135895,Mobilube HD 85W-140,4700,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
5/19/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,135895,Mobilube HD 85W-140,1560,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
7/11/2023,A,ERW_AMBP2020110058,Retails,Bangkok,135895,Mobilube HD 85W-140,6940,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
10/26/2023,A,ERW_AMBP2020110058,Retails,Bangkok,135895,Mobilube HD 85W-140,8060,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
3/10/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,135895,Mobilube HD 85W-140,4440,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
11/27/2023,A,ERW_AMBP2020110201,Reseller,Trat,135895,Mobilube HD 85W-140,5240,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
10/24/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,135895,Mobilube HD 85W-140,3520,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
9/26/2023,A,ERW_AMBP2020110058,Retails,Bangkok,135895,Mobilube HD 85W-140,5840,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
9/5/2023,A,ERW_AMBP2020110030,Retails,Bangkok,135895,Mobilube HD 85W-140,6400,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
5/23/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,135895,Mobilube HD 85W-140,8640,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
5/8/2023,A,ERW_AMBP2020110156,Retails,Chon Buri,135895,Mobilube HD 85W-140,2000,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
9/27/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,135895,Mobilube HD 85W-140,2000,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
7/20/2023,A,ERW_AMBP2020110079,Retails,Bangkok,135895,Mobilube HD 85W-140,8340,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
6/16/2023,A,ERW_AMBP2020110737,Retails,Khon Kaen,135895,Mobilube HD 85W-140,5340,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
3/7/2023,A,ERW_AOCH2023050001,Retails,Surin,135895,Mobilube HD 85W-140,820,1,MOBILUBE HD 85W-140 4X5L/CAR,5,Big Carton,,Mobil,Carton
6/9/2023,C,ERW_C08P2020090041,Reseller,Tak,135895,Mobilube HD 85W-140,7960,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
2/13/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,5220,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/22/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,5060,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
9/23/2023,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,135895,Mobilube HD 85W-140,5780,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/9/2023,C,ERW_C08P2020090028,Retails,Kamphaeng Phet,135895,Mobilube HD 85W-140,1820,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
1/12/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,135895,Mobilube HD 85W-140,3880,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
6/23/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,135895,Mobilube HD 85W-140,3820,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
10/24/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,3620,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
12/19/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,9520,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
9/22/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,1040,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
4/8/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,3180,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
1/27/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,8760,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
2/24/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,5880,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
6/8/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,3920,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
7/14/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,2900,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
10/4/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,3400,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
8/14/2023,C,ERW_C08P2020090127,Reseller,Phrae,135895,Mobilube HD 85W-140,3320,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/16/2023,C,ERW_C08P2020090116,Retails,Sukhothai,135895,Mobilube HD 85W-140,7900,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
11/18/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,135895,Mobilube HD 85W-140,6860,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
10/16/2023,C,ERW_C08P2020090116,Retails,Sukhothai,135895,Mobilube HD 85W-140,140,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
7/6/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,7840,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/5/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,1800,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/7/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,4320,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/30/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,5480,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/14/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,135895,Mobilube HD 85W-140,620,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
9/13/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,135895,Mobilube HD 85W-140,4620,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
8/30/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,135895,Mobilube HD 85W-140,9380,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/30/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,135895,Mobilube HD 85W-140,6740,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
7/13/2023,C,ERW_C08P2020090077,Retails,Phitsanulok,135895,Mobilube HD 85W-140,2180,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
8/5/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,2300,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
2/5/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,8260,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/9/2023,C,ERW_CET92022080001,Retails,Uttaradit,135895,Mobilube HD 85W-140,9700,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
1/3/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,5560,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
8/31/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,135895,Mobilube HD 85W-140,6700,1,"MOBILUBE HD 85W-140 GL-5, 4X5LT CTN",5,Big Carton,,Mobil,Carton
6/19/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,135895,Mobilube HD 85W-140,6840,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
10/4/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,135895,Mobilube HD 85W-140,8280,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/5/2023,D,ERW_DBG72020110082,Reseller,Songkhla,135895,Mobilube HD 85W-140,3560,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/31/2023,D,ERW_DBG72020110082,Reseller,Songkhla,135895,Mobilube HD 85W-140,160,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
9/28/2023,D,ERW_DBG72020110036,Retails,Songkhla,135895,Mobilube HD 85W-140,3100,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
8/31/2023,D,ERW_DBG72020110082,Reseller,Songkhla,135895,Mobilube HD 85W-140,8860,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
10/12/2023,D,ERW_DBG72020110082,Reseller,Songkhla,135895,Mobilube HD 85W-140,1720,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
3/20/2023,D,ERW_DCF82023100001,Retails,Phangnga,135895,Mobilube HD 85W-140,9520,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
2/23/2023,A,ERW_AMBP2020110336,Retails,Nonthaburi,135895,Mobilube HD 85W-140,8880,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
12/6/2023,D,ERW_DBG72020110081,Retails,Phuket,135895,Mobilube HD 85W-140,3700,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
7/7/2023,D,ERW_DBG72020110082,Reseller,Songkhla,135895,Mobilube HD 85W-140,4720,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
6/21/2023,D,ERW_DBG72020110132,Retails,Phatthalung,135895,Mobilube HD 85W-140,9200,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
2/11/2023,D,ERW_DBG72020110132,Retails,Phatthalung,135895,Mobilube HD 85W-140,220,1,"MOBILUBE HD 85W-140, 4X5LT CTN",5,Big Carton,,Mobil,Carton
5/31/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,4020,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/16/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,4080,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/31/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,8380,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/8/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135895,Mobilube HD 85W-140,4620,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
4/26/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,1180,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/29/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,2960,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
9/2/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,4460,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
8/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,9600,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
1/19/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,9200,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
3/24/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,Mobilube HD 85W-140,5940,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/30/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135895,Mobilube HD 85W-140,5000,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
1/31/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135895,Mobilube HD 85W-140,8300,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
5/31/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,135895,Mobilube HD 85W-140,3200,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
12/14/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135895,Mobilube HD 85W-140,4260,1,"โมบิล ลู้ป HD 85W140 ,4/5",5,Big Carton,,Mobil,Carton
